Contract,Version,Procurement Type,Description,Max Amt,Begin Dt,Expire Dt,Supplier,Dept,Agency Name,Contract Duration (Days),Vendor Frequency,Total Agency Spend,Risk Score,Risk Level
PAR87545-2,2,CON PAR87545-2,PAR ButterfieldCanyonPhase1Tra,1817591.77,6/29/2022,5/31/2024,S&L LANDSCAPING AND EXCAVATION INC,3630001000,PARK CONSTRUCTION,702,20," $51,234,224.19 ",5,Medium Risk
PAR87545-2,3,CON PAR87545-2,PAR ButterfieldCanyonPhase1Tra,1876674.07,6/29/2022,8/31/2025,S&L LANDSCAPING AND EXCAVATION INC,3630001000,PARK CONSTRUCTION,1159,20," $51,234,224.19 ",5,Medium Risk
PAR87545-2,4,CON PAR87545-2,PAR ButterfieldCanyonPhase1Tra,1904578.51,6/29/2022,10/31/2025,S&L LANDSCAPING AND EXCAVATION INC,3630001000,PARK CONSTRUCTION,1220,20," $51,234,224.19 ",5,Medium Risk
PAR89289-2,1,CON PAR89289-2,PAR MuirPoulsonHouseStabilzati,394100,12/22/2022,4/20/2024,STALLINGS CONSTRUCTION INC,3630000000,PARKS,485,785," $180,440,543.41 ",3,Medium Risk
PAR89676,1,CON PAR89676,PAR Fairmont Aquatic Cntr Lap,232100,7/20/2022,10/31/2023,STALLINGS CONSTRUCTION INC,3630000000,PARKS,468,785," $180,440,543.41 ",2,Low Risk
PAR94063-2,1,CON PAR94063-2,PAR Murray Sports Field Renova,5717978,4/18/2023,9/20/2024,HUGHES GENERAL CONTRACTORS INC,3630000000,PARKS,521,14," $180,440,543.41 ",4,Medium Risk
PAR94063-2,2,CON PAR94063-2,PAR Murray Sports Field Renova,5792390.58,4/18/2023,12/2/2024,HUGHES GENERAL CONTRACTORS INC,3630000000,PARKS,594,14," $180,440,543.41 ",4,Medium Risk
PAR94063-2,3,CON PAR94063-2,PAR Murray Sports Field Renova,5795010.58,4/18/2023,12/2/2024,HUGHES GENERAL CONTRACTORS INC,3630000000,PARKS,594,14," $180,440,543.41 ",4,Medium Risk
PAR96314-1,1,RFC PAR96314,PAR Golf Course Accessories,0,2/6/2023,2/5/2028,RMT EQUIPMENT,3820000000,GOLF,1825,4, $-   ,0,Low Risk
PAR96314-2,1,RFC PAR96314,PAR Golf Course Accessories,0,2/6/2023,2/5/2028,TURF EQUIPMENT & ARGONOMICS LLC,3820000000,GOLF,1825,3, $-   ,0,Low Risk
PAR97242,1,CON PAR97242,PAR HarmonyParkSiteIrrigationR,972352.34,5/8/2023,10/31/2024,ACE LANDSCAPE,3630000000,PARKS,542,4," $180,440,543.41 ",5,Medium Risk
PAR97242,2,CON PAR97242,PAR HarmonyParkSiteIrrigationR,1065482.5,5/8/2023,11/10/2024,ACE LANDSCAPE,3630000000,PARKS,552,4," $180,440,543.41 ",5,Medium Risk
PAR97243,1,CON PAR97243,PAR HunterParkIrrigationSystem,1592300,4/27/2023,2/20/2025,STALLINGS CONSTRUCTION INC,3630000000,PARKS,665,785," $180,440,543.41 ",5,Medium Risk
PAR97243,2,CON PAR97243,PAR HunterParkIrrigationSystem,1642010.88,4/27/2023,3/5/2025,STALLINGS CONSTRUCTION INC,3630000000,PARKS,678,785," $180,440,543.41 ",5,Medium Risk
PAR97597,1,CON PAR97597,PAR NorthwestRrecSwimmingPools,1346700,7/6/2023,7/2/2025,STALLINGS CONSTRUCTION INC,3630000000,PARKS,727,785," $180,440,543.41 ",5,Medium Risk
PAR97597,2,CON PAR97597,PAR NorthwestRrecSwimmingPools,1365093.86,7/6/2023,7/11/2025,STALLINGS CONSTRUCTION INC,3630000000,PARKS,736,785," $180,440,543.41 ",5,Medium Risk
PAR97700(1),1,RFP PAR97700,PAR-PoolLandscapeConst(Small),1,8/1/2023,7/31/2029,RAYD,3630000000,PARKS,2191,29," $180,440,543.41 ",3,Medium Risk
PAR97700(1),2,RFP PAR97700,PAR-PoolLandscapeConst(Small),1,8/1/2023,7/31/2029,RAYD,3630000000,PARKS,2191,29," $180,440,543.41 ",3,Medium Risk
PAR97700(2),1,RFP PAR97700,PAR-PoolLandscapeConst(Small),1,8/1/2023,7/31/2029,S&L LANDSCAPING AND EXCAVATION INC,3630000000,PARKS,2191,20," $180,440,543.41 ",3,Medium Risk
PAR97700(2),2,RFP PAR97700,PAR-PoolLandscapeConst(Small),1,8/1/2023,7/31/2029,S&L LANDSCAPING AND EXCAVATION INC,3630000000,PARKS,2191,20," $180,440,543.41 ",3,Medium Risk
PAR97700-2(1),1,RFP PAR97700-2,PAR-PoolIrrigationContr(Small),1,3/4/2024,2/14/2030,RAYD,3630000000,PARKS,2173,29," $180,440,543.41 ",3,Medium Risk
PAR97700-2(1),2,RFP PAR97700-2,PAR-PoolIrrigationContr(Small),1,3/4/2024,2/14/2030,RAYD,3630000000,PARKS,2173,29," $180,440,543.41 ",3,Medium Risk
PAR97700-2(2),1,RFP PAR97700-2,PAR-PoolIrrigationContr(Small),1,8/17/2023,7/31/2029,TURF SPRINKLER COMPANY,3630000000,PARKS,2175,6," $180,440,543.41 ",3,Medium Risk
PAR97700-2(2),2,RFP PAR97700-2,PAR-PoolIrrigationContr(Small),1,8/17/2023,7/31/2029,TURF SPRINKLER COMPANY,3630000000,PARKS,2175,6," $180,440,543.41 ",3,Medium Risk
PAR97828,1,RFP PAR97828,PAR Soft Drink Services,0,10/26/2023,10/25/2026,PEPSI BEVERAGES COMPANY,3630000000,PARKS,1095,4," $180,440,543.41 ",0,Low Risk
PD1883,1,COOP STATE CONTRACT,CW Printing-Copying Services,0,2/11/2021,11/30/2024,XEROX CORPORATION,6100000000,CONTRACTS AND PROCUREMENT,1388,1, $-   ,1,Low Risk
PD2306,1,COOP STATE CONTRACT,"CW Heavy Equip, Air Compressor",0,8/1/2023,12/31/2025,CATE EQUIPMENT SOLUTIONS,6100000000,CONTRACTS AND PROCUREMENT,883,2, $-   ,0,Low Risk
PD2429,1,COOP STATE CONTRACT,CW Signals and Signs,0,3/6/2020,6/19/2021,SAFETY SUPPLY & SIGN COMPANY,6100000000,CONTRACTS AND PROCUREMENT,470,3, $-   ,2,Low Risk
PD2430,1,COOP STATE CONTRACT,CW Medical Supplies,0,7/1/2020,12/31/2022,DIAMOND PHARMACY SERVICES,6100000000,CONTRACTS AND PROCUREMENT,913,13, $-   ,3,Medium Risk
PD2534,1,COOP STATE CONTRACT,CW Drug&AlcoholTestingDevices,0,3/5/2024,10/23/2026,SKAGGS PUBLIC SAFETY UNIFORMS,6100000000,CONTRACTS AND PROCUREMENT,962,11, $-   ,3,Medium Risk
PD3081,1,COOP STATE CONTRACT,CW Infant Formula,0,10/6/2023,1/28/2025,ABBOTT LABORATORIES,6100000000,CONTRACTS AND PROCUREMENT,480,2, $-   ,1,Low Risk
PD3138,1,COOP STATE CONTRACT,CW Walk-In Building Supplies,0,1/24/2024,12/31/2026,HOME DEPOT USA INC,6100000000,CONTRACTS AND PROCUREMENT,1072,1, $-   ,0,Low Risk
PD3144-1,1,COOP STATE CONTRACT,CW Furniture,0,2/13/2023,12/31/2024,CCG LLC,6100000000,CONTRACTS AND PROCUREMENT,687,4, $-   ,1,Low Risk
PD3277,1,COOP STATE CONTRACT (MMCAP),CW Medical Supplies,0,11/7/2019,10/31/2021,CARDINAL HEALTH 110 LLC,6100000000,CONTRACTS AND PROCUREMENT,724,6, $-   ,3,Medium Risk
PD3277,2,COOP STATE CONTRACT (MMCAP),CW Medical Supplies,0,11/7/2019,10/31/2022,CARDINAL HEALTH 110 LLC,6100000000,CONTRACTS AND PROCUREMENT,1089,6, $-   ,3,Medium Risk
PD3277,3,COOP STATE CONTRACT (MMCAP),CW Medical Supplies,0,11/7/2019,10/31/2023,CARDINAL HEALTH 110 LLC,6100000000,CONTRACTS AND PROCUREMENT,1454,6, $-   ,3,Medium Risk
PD3277,4,COOP STATE CONTRACT (MMCAP),CW Medical Supplies,0,11/7/2019,10/31/2024,CARDINAL HEALTH 110 LLC,6100000000,CONTRACTS AND PROCUREMENT,1820,6, $-   ,3,Medium Risk
PD3277,5,COOP STATE CONTRACT (MMCAP),CW Medical Supplies,0,11/7/2019,4/30/2025,CARDINAL HEALTH 110 LLC,6100000000,CONTRACTS AND PROCUREMENT,2001,6, $-   ,3,Medium Risk
PD3334,1,COOP STATE CONTRACT,CW Inmate Telephone Services,0,2/1/2021,1/3/2026,VIAPATH TECHNOLOGIES,6100000000,CONTRACTS AND PROCUREMENT,1797,4, $-   ,0,Low Risk
PD3341,1,COOP STATE CONTRACT,CW Office Furniture,0,6/3/2021,4/30/2023,HON COMPANY,6100000000,CONTRACTS AND PROCUREMENT,696,6, $-   ,3,Medium Risk
PD3341,2,COOP STATE CONTRACT,CW Office Furniture,0,6/3/2021,4/30/2024,HON COMPANY,6100000000,CONTRACTS AND PROCUREMENT,1062,6, $-   ,3,Medium Risk
PD3341,3,COOP STATE CONTRACT,CW Office Furniture,0,6/3/2021,4/30/2025,HON COMPANY,6100000000,CONTRACTS AND PROCUREMENT,1427,6, $-   ,3,Medium Risk
PD3493-1,1,COOP STATE CONTRACT,CW Furniture,0,6/6/2023,12/31/2024,MBI INC,6100000000,CONTRACTS AND PROCUREMENT,574,1, $-   ,1,Low Risk
PD3639,1,COOP STATE CONTRACT,CW First Aid & Safety Supplies,0,1/5/2023,10/31/2025,CINTAS FIRST AID AND SAFETY,6100000000,CONTRACTS AND PROCUREMENT,1030,2, $-   ,0,Low Risk
PD3639,2,COOP STATE CONTRACT,CW First Aid & Safety Supplies,0,1/5/2023,10/31/2027,CINTAS FIRST AID AND SAFETY,6100000000,CONTRACTS AND PROCUREMENT,1760,2, $-   ,0,Low Risk
PD4022,1,COOP STATE CONTRACT,CW Medical Supplies,0,1/10/2023,8/31/2024,DIAMOND PHARMACY SERVICES,6100000000,CONTRACTS AND PROCUREMENT,599,13, $-   ,1,Low Risk
PD4022,2,COOP STATE CONTRACT,CW Medical Supplies,0,1/10/2023,8/31/2025,DIAMOND PHARMACY SERVICES,6100000000,CONTRACTS AND PROCUREMENT,964,13, $-   ,1,Low Risk
PK1923,1,RFC PAR61788,PAR wood chips pri,0,11/15/2019,11/15/2024,DIAMOND TREE EXPERTS INC,5537000000,PARK & FACILITIES MAINTENANCE,1827,7, $-   ,0,Low Risk
PK2002,1,RFC PAR65297,PAR Herbicide/Fungicide Chem,0,2/12/2020,2/12/2025,GREAT BASIN TURF PRODUCTS,3630000000,PARKS,1827,3," $180,440,543.41 ",1,Low Risk
PK2008,1,RFC PAR68036,PAR Swimming Pool Chemicals,0,5/26/2020,5/26/2025,CEM AQUATICS,3640000000,RECREATION,1826,7, $1.00 ,2,Low Risk
PK2008,2,RFC PAR68036,PAR Swimming Pool Chemicals,0,5/26/2020,5/26/2025,CEM AQUATICS,3640000000,RECREATION,1826,7, $1.00 ,2,Low Risk
PK2008,3,RFC PAR68036,PAR Swimming Pool Chemicals,0,5/26/2020,7/2/2023,CEM AQUATICS,3640000000,RECREATION,1132,7, $1.00 ,2,Low Risk
PK2110,1,RFC PAR77231,PAR Supply & Spread Fertilizer,0,5/24/2021,5/24/2026,GREAT BASIN TURF PRODUCTS,6100000000,CONTRACTS AND PROCUREMENT,1826,3, $-   ,0,Low Risk
PN18125C,1,CON FCE54700,FCE 8400 West Traffic Calming,1110619.75,2/12/2019,6/15/2020,ACME CONSTRUCTION INC,4510000207,MAGNA CAPITAL PROJECTS,489,11," $36,901,428.84 ",4,Medium Risk
PN18125C,2,CON FCE54700,FCE 8400 West Traffic Calming,1126329.15,2/12/2019,6/20/2020,ACME CONSTRUCTION INC,4510000207,MAGNA CAPITAL PROJECTS,494,11," $36,901,428.84 ",4,Medium Risk
PN18125C,3,CON FCE54700,FCE 8400 West Traffic Calming,1324090.96,2/12/2019,8/24/2020,ACME CONSTRUCTION INC,4510000207,MAGNA CAPITAL PROJECTS,559,11," $36,901,428.84 ",4,Medium Risk
PN18125C,4,CON FCE54700,FCE 8400 West Traffic Calming,1324090.96,2/12/2019,11/14/2020,ACME CONSTRUCTION INC,4510000207,MAGNA CAPITAL PROJECTS,641,11," $36,901,428.84 ",4,Medium Risk
PN19113C,1,CON PWE58094,PWE 3500S Sidewalk 7640To7690W,205229,6/13/2019,9/23/2020,BOWEN CONSTRUCTION CO INC,4510000107,MAGNA CLASS C PROJECTS,468,3," $619,787.00 ",2,Low Risk
PN19113C,2,CON PWE58094,PWE 3500S Sidewalk 7640To7690W,207279,6/13/2019,9/23/2020,BOWEN CONSTRUCTION CO INC,4510000107,MAGNA CLASS C PROJECTS,468,3," $619,787.00 ",2,Low Risk
PN19113C,3,CON PWE58094,PWE 3500S Sidewalk 7640To7690W,207279,6/13/2019,10/8/2020,BOWEN CONSTRUCTION CO INC,4510000107,MAGNA CLASS C PROJECTS,483,3," $619,787.00 ",2,Low Risk
PN19122C,1,EXO EXEMPT UTILITY,PWE WorkAgreemnt5540SCougarLn,2839,7/2/2019,12/31/2019,ROCKY MOUNTAIN POWER,4510000206,KEARNS CAPITAL PROJECTS,182,33," $4,155,966.54 ",3,Medium Risk
PN19125C,1,EXI EXEMPT INTERLOCAL,PWE Utility License Agreement,1,7/17/2019,7/16/2024,STATE OF UTAH,4500000200,PW-PROJECT MANAGEMENT & DESIGN,1826,106," $436,302.00 ",2,Low Risk
PN19135C,1,CON PWE61380,PWE Magna Detention Basin,260585.5,11/14/2019,6/14/2021,ACME CONSTRUCTION INC,4510000207,MAGNA CAPITAL PROJECTS,578,11," $36,901,428.84 ",2,Low Risk
PN19135C,2,CON PWE61380,PWE Magna Detention Basin,265459.15,11/14/2019,6/27/2021,ACME CONSTRUCTION INC,4510000207,MAGNA CAPITAL PROJECTS,591,11," $36,901,428.84 ",2,Low Risk
PN19135C,3,CON PWE61380,PWE Magna Detention Basin,271614.97,11/14/2019,6/27/2021,ACME CONSTRUCTION INC,4510000207,MAGNA CAPITAL PROJECTS,591,11," $36,901,428.84 ",2,Low Risk
PN19135C,4,CON PWE61380,PWE Magna Detention Basin,271614.97,11/14/2019,5/28/2021,ACME CONSTRUCTION INC,4510000207,MAGNA CAPITAL PROJECTS,561,11," $36,901,428.84 ",2,Low Risk
PN19136C,1,CON PWE61510,PWE Mesa Drive Sidewalk Proj,294134.82,1/14/2020,7/30/2021,ZPSCO CONTRACTORS INC,4510000105,UNINCORP CLASS C PROJECTS,563,6," $921,799.02 ",2,Low Risk
PN19136C,2,CON PWE61510,PWE Mesa Drive Sidewalk Proj,313832.1,1/14/2020,9/12/2021,ZPSCO CONTRACTORS INC,4510000105,UNINCORP CLASS C PROJECTS,607,6," $921,799.02 ",2,Low Risk
PN19136C,3,CON PWE61510,PWE Mesa Drive Sidewalk Proj,313832.1,1/14/2020,10/5/2021,ZPSCO CONTRACTORS INC,4510000105,UNINCORP CLASS C PROJECTS,630,6," $921,799.02 ",2,Low Risk
PN20105C,1,EXO EXEMPT UTILITY,PWE GeneralService5301S4015W,0,3/5/2020,3/4/2025,ROCKY MOUNTAIN POWER,4510000206,KEARNS CAPITAL PROJECTS,1825,33," $4,155,966.54 ",3,Medium Risk
PN20115C,1,EXI EXEMPT INTERLOCAL,PWE KillyonsCnynRd Special Use,1,6/8/2020,12/31/2023,USDA FOREST SERVICE,4510000204,EMIGRATION CNYN CAPITAL PRJCTS,1301,10," $1,484,882.40 ",2,Low Risk
PN20121C,1,EXO EXEMPT OTHER,FCE Permit to Enter &Construct,1,6/3/2020,6/2/2023,KENNECOTT UTAH COPPER LLC,4510000207,MAGNA CAPITAL PROJECTS,1094,3," $36,901,428.84 ",2,Low Risk
PN20140,1,EXO EXEMPT UTILITY PERMIT,ENG Killyons Canyon Turnaround,0,7/20/2020,1/1/2021,SALT LAKE CITY,5050000000,CAPITAL IMPROVEMENTS,165,33," $65,930,568.04 ",2,Low Risk
PN20141,1,EXO EXEMPT EMERGENCY EASEMENT,ENG Killyons Canyon Turnaround,0,7/20/2020,7/19/2050,SALT LAKE CITY,5050000000,CAPITAL IMPROVEMENTS,10956,33," $65,930,568.04 ",2,Low Risk
PN21107C,1,CON PWE76423,PWE Magna 8950 W Sidewalk,188358.6,4/26/2021,6/15/2022,ZPSCO CONTRACTORS INC,4510000207,MAGNA CAPITAL PROJECTS,415,6," $36,901,428.84 ",2,Low Risk
PN21107C,2,CON PWE76423,PWE Magna 8950 W Sidewalk,209846.57,4/26/2021,6/15/2022,ZPSCO CONTRACTORS INC,4510000207,MAGNA CAPITAL PROJECTS,415,6," $36,901,428.84 ",2,Low Risk
PN21107C,3,CON PWE76423,PWE Magna 8950 W Sidewalk,209846.57,4/26/2021,7/1/2022,ZPSCO CONTRACTORS INC,4510000207,MAGNA CAPITAL PROJECTS,431,6," $36,901,428.84 ",2,Low Risk
PN21108C,1,CON PWE76422,"PWE 2600S Storm Drain,Road&Sid",796252,4/27/2021,10/16/2022,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,537,34," $36,901,428.84 ",4,Medium Risk
PN21108C,2,CON PWE76422,"PWE 2600S Storm Drain,Road&Sid",800448.02,4/27/2021,10/16/2022,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,537,34," $36,901,428.84 ",4,Medium Risk
PN21108C,3,CON PWE76422,"PWE 2600S Storm Drain,Road&Sid",800448.02,4/27/2021,10/27/2022,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,548,34," $36,901,428.84 ",4,Medium Risk
PN21108C,4,CON PWE76422,"PWE 2600S Storm Drain,Road&Sid",814604.62,4/27/2021,11/18/2022,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,570,34," $36,901,428.84 ",4,Medium Risk
PN21108C,5,CON PWE76422,"PWE 2600S Storm Drain,Road&Sid",828958.72,4/27/2021,11/18/2022,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,570,34," $36,901,428.84 ",4,Medium Risk
PN21108C,6,CON PWE76422,"PWE 2600S Storm Drain,Road&Sid",828958.72,4/27/2021,11/17/2022,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,569,34," $36,901,428.84 ",4,Medium Risk
PN21141C,1,CON PWE82729,PWE JRChannelImprov@BrightonNo,1268616.6,12/21/2021,4/15/2023,LYNDON JONES CONSTRUCTION,5050000000,CAPITAL IMPROVEMENTS,480,34," $65,930,568.04 ",5,Medium Risk
PN21141C,2,CON PWE82729,PWE JRChannelImprov@BrightonNo,1324242.6,12/21/2021,5/15/2023,LYNDON JONES CONSTRUCTION,5050000000,CAPITAL IMPROVEMENTS,510,34," $65,930,568.04 ",5,Medium Risk
PN21141C,3,CON PWE82729,PWE JRChannelImprov@BrightonNo,1324242.6,12/21/2021,7/8/2023,LYNDON JONES CONSTRUCTION,5050000000,CAPITAL IMPROVEMENTS,564,34," $65,930,568.04 ",5,Medium Risk
PN21142C,1,CON PWE82090,PWE Utah&SL Canal:4700S@4080W,823923.45,11/16/2021,5/31/2023,ACME CONSTRUCTION INC,4510000106,KEARNS CLASS C PROJECTS,561,11," $2,551,395.25 ",5,Medium Risk
PN21142C,2,CON PWE82090,PWE Utah&SL Canal:4700S@4080W,830999.2,11/16/2021,5/31/2023,ACME CONSTRUCTION INC,4510000106,KEARNS CLASS C PROJECTS,561,11," $2,551,395.25 ",5,Medium Risk
PN21142C,3,CON PWE82090,PWE Utah&SL Canal:4700S@4080W,830999.2,11/16/2021,5/19/2023,ACME CONSTRUCTION INC,4510000106,KEARNS CLASS C PROJECTS,549,11," $2,551,395.25 ",5,Medium Risk
PN21145C,1,CON PWE82977,PWE Washington Area Overlay,2959487.91,6/16/2022,10/15/2023,GENEVA ROCK PRODUCTS INC,4510000207,MAGNA CAPITAL PROJECTS,486,3," $36,901,428.84 ",4,Medium Risk
PN21145C,2,CON PWE82977,PWE Washington Area Overlay,3249410.45,6/16/2022,10/30/2023,GENEVA ROCK PRODUCTS INC,4510000207,MAGNA CAPITAL PROJECTS,501,3," $36,901,428.84 ",4,Medium Risk
PN21145C,3,CON PWE82977,PWE Washington Area Overlay,3249410.45,6/16/2022,3/21/2024,GENEVA ROCK PRODUCTS INC,4510000207,MAGNA CAPITAL PROJECTS,644,3," $36,901,428.84 ",4,Medium Risk
PN22116C,1,EXO EXEMPT OTHER,FCE Diversion Structures Trans,1,2/1/2022,2/1/2072,BRIGHTON & N POINT IRRIGATION,5050000000,CAPITAL IMPROVEMENTS,18262,1," $65,930,568.04 ",2,Low Risk
PN22143C,1,CON PWE89413,PWE MargaretheLnSlopeStabiliza,465701.2,8/8/2022,11/30/2023,LYNDON JONES CONSTRUCTION,4510000204,EMIGRATION CNYN CAPITAL PRJCTS,479,34," $1,484,882.40 ",3,Medium Risk
PN22143C,2,CON PWE89413,PWE MargaretheLnSlopeStabiliza,509590.1,8/8/2022,11/30/2023,LYNDON JONES CONSTRUCTION,4510000204,EMIGRATION CNYN CAPITAL PRJCTS,479,34," $1,484,882.40 ",5,Medium Risk
PN22143C,3,CON PWE89413,PWE MargaretheLnSlopeStabiliza,509590.1,8/8/2022,8/25/2024,LYNDON JONES CONSTRUCTION,4510000204,EMIGRATION CNYN CAPITAL PRJCTS,748,34," $1,484,882.40 ",5,Medium Risk
PN22144,1,EXO EXEMPT,PWE 4700S Environmental,18335.7,5/23/2022,5/22/2023,HDR ENGINEERING,4510000106,KEARNS CLASS C PROJECTS,364,2," $2,551,395.25 ",3,Medium Risk
PN22144,2,EXO EXEMPT,PWE 4700S Environmental,18335.7,5/23/2022,5/22/2024,HDR ENGINEERING,4510000106,KEARNS CLASS C PROJECTS,730,2," $2,551,395.25 ",3,Medium Risk
PN22152,1,CON PWE91468,PWE Kearns 5615S Concrete Repa,1292334,9/23/2022,1/20/2024,BECK CONSTRUCTION & EXCAVATION INC,4510000206,KEARNS CAPITAL PROJECTS,484,11," $4,155,966.54 ",4,Medium Risk
PN22152,2,CON PWE91468,PWE Kearns 5615S Concrete Repa,1292334,9/23/2022,2/10/2024,BECK CONSTRUCTION & EXCAVATION INC,4510000206,KEARNS CAPITAL PROJECTS,505,11," $4,155,966.54 ",4,Medium Risk
PN22152,3,CON PWE91468,PWE Kearns 5615S Concrete Repa,1292334,9/23/2022,6/23/2024,BECK CONSTRUCTION & EXCAVATION INC,4510000206,KEARNS CAPITAL PROJECTS,639,11," $4,155,966.54 ",4,Medium Risk
PN22166C,1,CON PWE94220,PWE Magna 8800W Storm Drain,2318044.9,2/9/2023,10/30/2024,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,629,34," $36,901,428.84 ",4,Medium Risk
PN22166C,2,CON PWE94220,PWE Magna 8800W Storm Drain,2334311.36,2/9/2023,11/10/2024,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,640,34," $36,901,428.84 ",4,Medium Risk
PN22166C,3,CON PWE94220,PWE Magna 8800W Storm Drain,2373520.97,2/9/2023,11/24/2024,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,654,34," $36,901,428.84 ",4,Medium Risk
PN22166C,4,CON PWE94220,PWE Magna 8800W Storm Drain,2385369.27,2/9/2023,11/29/2024,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,659,34," $36,901,428.84 ",4,Medium Risk
PN22166C,5,CON PWE94220,PWE Magna 8800W Storm Drain,2506578.89,2/9/2023,11/29/2024,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,659,34," $36,901,428.84 ",4,Medium Risk
PN22166C,6,CON PWE94220,PWE Magna 8800W Storm Drain,2506578.89,2/9/2023,12/21/2024,LYNDON JONES CONSTRUCTION,4510000207,MAGNA CAPITAL PROJECTS,681,34," $36,901,428.84 ",4,Medium Risk
PN23106C,1,EXO EXEMPT UTILITY,PWE WorkAgreemnt4520W4715S,3578,3/6/2023,12/31/2023,ROCKY MOUNTAIN POWER,4510000000,PW ENGINEERING CAPITAL PROJCTS,300,33," $2,238,826.51 ",3,Medium Risk
PN23108C,1,EXO EXEMPT UTILITY,PWE WorkAgreement7014554,6632,3/20/2023,12/31/2023,ROCKY MOUNTAIN POWER,4510000000,PW ENGINEERING CAPITAL PROJCTS,286,33," $2,238,826.51 ",3,Medium Risk
PN23119C,1,RFP FAC76702,PWE 9400 S SkiConnectPhase2,71508.87,6/20/2023,8/20/2024,STALLINGS CONSTRUCTION INC,4510000208,WHITE CITY CAPITAL PROJECTS,427,785," $143,017.74 ",0,Low Risk
PN23119C,2,RFP FAC76702,PWE 9400 S SkiConnectPhase2,71508.87,6/20/2023,8/20/2024,STALLINGS CONSTRUCTION INC,4510000208,WHITE CITY CAPITAL PROJECTS,427,785," $143,017.74 ",0,Low Risk
PN23121C,1,CON PWE100804,PWE 3100 S Storm Drain Improve,500159,7/27/2023,10/31/2024,BECK CONSTRUCTION & EXCAVATION INC,4510000207,MAGNA CAPITAL PROJECTS,462,11," $36,901,428.84 ",4,Medium Risk
PN23121C,2,CON PWE100804,PWE 3100 S Storm Drain Improve,543214.25,7/27/2023,10/31/2024,BECK CONSTRUCTION & EXCAVATION INC,4510000207,MAGNA CAPITAL PROJECTS,462,11," $36,901,428.84 ",4,Medium Risk
PN23121C,3,CON PWE100804,PWE 3100 S Storm Drain Improve,543214.25,7/27/2023,7/19/2025,BECK CONSTRUCTION & EXCAVATION INC,4510000207,MAGNA CAPITAL PROJECTS,723,11," $36,901,428.84 ",4,Medium Risk
PN23123C,1,RFP FAC76702,PWE KearnsPlanadaWayImprovemen,138062.77,6/20/2023,8/20/2024,STALLINGS CONSTRUCTION INC,4510000206,KEARNS CAPITAL PROJECTS,427,785," $4,155,966.54 ",1,Low Risk
PN23123C,2,RFP FAC76702,PWE KearnsPlanadaWayImprovemen,138062.77,6/20/2023,11/10/2024,STALLINGS CONSTRUCTION INC,4510000206,KEARNS CAPITAL PROJECTS,509,785," $4,155,966.54 ",1,Low Risk
PN23126C,1,EXO EXEMPT UTILITY,PWE WorkAgreement7017709,28802,10/23/2023,12/31/2023,ROCKY MOUNTAIN POWER,4510000106,KEARNS CLASS C PROJECTS,69,33," $2,551,395.25 ",3,Medium Risk
PN23146C,1,RFP FAC76702,PWE EmigrationCnynRoadSlide,81845.7,11/9/2023,11/30/2024,STALLINGS CONSTRUCTION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,387,785," $2,238,826.51 ",3,Medium Risk
PN23146C,2,RFP FAC76702,PWE EmigrationCnynRoadSlide,81845.7,11/9/2023,11/22/2024,STALLINGS CONSTRUCTION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,379,785," $2,238,826.51 ",3,Medium Risk
PN24120C,1,RFP PWE104435,PWE 4015W Twilight Dr - 5700S,38175,5/17/2024,5/24/2025,BECK CONSTRUCTION & EXCAVATION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,372,11," $2,238,826.51 ",2,Low Risk
PN24120C,2,RFP PWE104435,PWE 4015W Twilight Dr - 5700S,38600,5/17/2024,5/24/2025,BECK CONSTRUCTION & EXCAVATION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,372,11," $2,238,826.51 ",2,Low Risk
PN24120C,3,RFP PWE104435,PWE 4015W Twilight Dr - 5700S,38600,5/17/2024,7/26/2025,BECK CONSTRUCTION & EXCAVATION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,435,11," $2,238,826.51 ",2,Low Risk
PN24137C,1,RFP FAC76702,PWO PublicWorksEmigrationCreek,61761.43,8/1/2024,10/1/2025,STALLINGS CONSTRUCTION INC,4400000000,PUBLIC WORKS OPERATIONS,426,785," $1,456,320.49 ",3,Medium Risk
